house_size_sqm,num_occupants,season,ac,fridge,lights,fans,washing_machine,tv,bill
118,3,1,10,23,4,14,0,5,1759
163,3,1,10,24,6,12,2,3,1899
196,2,1,10,23,4,11,0,3,1865
172,2,0,5,24,3,6,3,6,1535
188,1,1,14,24,5,13,1,3,2003
166,4,0,7,23,7,6,1,5,1677
92,5,0,2,23,6,6,2,5,1302
69,3,0,5,24,6,1,2,8,1414
197,2,0,9,24,6,5,1,3,1698
70,5,0,7,24,6,5,2,3,1497
131,5,0,7,23,7,7,2,4,1666
106,5,1,12,24,5,12,3,5,2020
123,4,0,7,23,4,6,3,4,1588
147,2,1,4,24,3,9,1,3,1429
159,3,0,6,23,1,12,1,5,1569
164,2,1,10,24,3,13,1,2,1873
91,1,1,15,24,6,10,1,7,1992
117,3,0,8,24,7,6,2,4,1616
119,2,1,9,24,2,7,2,3,1637
127,3,1,7,23,2,12,2,5,1710
139,1,0,5,24,5,12,1,3,1443
160,6,0,4,24,8,6,2,5,1598
161,3,0,13,24,4,8,2,7,1964
152,6,0,6,24,6,9,2,7,1720
194,5,0,9,24,8,6,4,6,1969
68,4,0,6,24,9,4,3,3,1512
119,1,0,7,23,3,4,1,3,1442
112,3,0,3,23,7,11,1,1,1306
124,1,1,13,23,4,10,0,5,1861
153,5,0,6,23,9,11,1,8,1701
124,6,1,14,23,5,11,2,8,2204
177,4,0,8,23,6,13,1,4,1736
105,1,0,10,23,3,4,1,0,1452
71,6,0,6,23,7,10,3,5,1646
138,5,0,5,23,8,7,0,8,1548
68,5,1,13,24,6,6,1,6,1899
75,5,1,9,23,5,9,1,6,1705
72,6,0,6,24,9,0,1,7,1478
96,3,1,9,23,7,5,1,4,1664
62,2,0,3,24,5,9,2,4,1204
115,1,1,9,23,2,10,2,5,1713
193,2,0,9,24,6,9,2,3,1746
122,5,1,12,23,5,12,0,5,1925
126,2,1,3,24,3,10,1,6,1428
80,6,1,10,23,5,13,3,5,1918
134,5,0,5,23,8,3,3,2,1589
108,5,1,5,23,7,13,0,3,1592
90,4,0,7,24,6,7,1,6,1466
161,4,1,16,24,2,11,3,7,2264
145,6,0,10,24,9,12,2,10,1986
171,6,0,0,24,9,3,4,5,1498
154,2,0,7,23,4,9,2,0,1514
123,1,1,8,24,7,7,0,7,1714
181,2,1,9,24,3,15,2,6,1929
148,6,0,5,23,7,13,3,6,1719
175,1,0,0,24,5,10,1,3,1209
187,2,0,1,24,5,11,0,3,1279
124,3,1,10,23,3,4,0,4,1674
63,3,1,9,24,2,9,2,5,1597
87,1,1,8,23,4,11,2,4,1560
189,4,1,7,24,4,12,1,7,1881
94,1,1,8,23,5,9,0,3,1507
194,2,0,11,23,5,6,1,6,1816
124,5,0,4,23,9,5,2,5,1516
78,3,0,3,23,8,8,2,5,1321
67,5,0,8,24,7,5,4,2,1634
69,3,1,8,24,8,5,1,3,1608
63,2,1,10,24,5,2,3,5,1615
103,3,0,6,24,5,9,0,2,1354
80,1,1,6,23,8,11,2,2,1482
107,5,0,2,24,5,7,3,7,1426
153,6,1,6,24,4,13,1,3,1804
177,5,1,8,23,6,6,1,6,1806
74,2,0,7,23,5,7,1,7,1436
68,6,0,2,24,8,12,3,8,1480
185,5,0,6,23,4,6,2,10,1775
52,2,1,7,23,5,10,2,4,1506
135,4,1,11,23,4,13,2,6,1985
194,1,1,7,23,4,10,0,4,1679
191,3,0,10,23,8,2,2,5,1852
58,3,0,8,24,6,7,2,5,1473
143,3,0,6,24,4,5,1,2,1435
198,4,1,4,24,2,7,1,5,1639
188,1,1,8,24,4,15,2,7,1854
69,5,0,5,24,6,8,2,7,1465
84,5,0,6,24,7,10,3,4,1510
102,1,0,4,24,2,3,0,5,1178
159,6,1,13,24,7,10,3,2,2140
185,1,1,9,24,1,13,0,5,1780
53,3,0,7,23,6,9,0,0,1267
151,5,0,6,23,6,11,2,3,1686
96,1,0,3,23,6,6,2,2,1206
143,5,1,12,24,9,11,3,4,2133
97,1,1,9,23,0,11,1,5,1589
140,2,1,12,24,6,11,1,3,1904
133,3,0,14,23,8,8,0,2,1860
117,1,0,3,24,6,6,1,3,1189
188,4,0,9,23,5,10,2,4,1796
174,1,0,8,23,7,9,1,4,1588
122,2,0,11,23,4,8,1,3,1684
53,4,0,7,24,4,5,3,7,1486
125,4,0,10,23,6,7,2,6,1793
122,1,0,2,23,4,3,2,3,1181
126,2,0,2,23,7,6,2,6,1306
97,4,0,2,24,5,8,1,10,1324
151,3,0,6,24,6,10,1,5,1579
155,6,1,14,23,5,9,2,2,2124
126,3,0,10,24,8,6,1,4,1657
88,5,0,4,24,8,10,3,9,1557
107,5,1,9,24,2,14,2,5,1771
68,2,0,1,23,7,7,1,4,1130
137,4,1,10,23,6,12,2,2,1890
162,3,1,10,23,6,8,2,5,1935
126,3,0,5,24,9,8,1,3,1459
126,6,0,9,24,4,7,2,8,1850
77,2,1,10,23,6,7,0,3,1590
115,4,0,1,24,5,8,1,2,1174
59,2,0,0,23,3,6,2,5,1011
175,1,0,8,23,7,13,2,3,1719
107,3,1,10,24,4,9,2,2,1699
191,2,1,12,23,4,5,2,6,2049
174,2,0,7,23,6,8,0,3,1532
161,6,0,3,24,9,10,2,8,1681
133,1,1,9,24,4,10,1,2,1652
192,5,1,10,23,8,12,1,5,2030
145,3,0,6,24,9,10,0,6,1609
82,6,0,7,23,11,6,2,7,1665
194,2,0,5,23,7,15,2,2,1575
190,3,1,7,24,8,10,2,4,1809
96,5,1,13,23,8,16,1,11,2151
161,2,0,4,23,2,10,2,7,1466
193,1,1,14,23,5,16,0,4,2065
92,3,0,11,23,6,10,2,9,1813
57,6,0,9,24,8,9,2,7,1698
52,1,0,6,23,3,5,1,2,1242
174,5,0,6,24,8,6,2,8,1787
61,5,0,7,23,9,5,4,3,1542
133,3,1,10,23,6,12,1,3,1824
65,5,1,13,24,4,14,3,6,2054
127,4,0,7,24,5,8,2,8,1646
108,6,1,10,23,8,12,2,9,1979
112,3,0,5,23,6,11,3,2,1497
98,4,1,7,23,3,9,4,3,1680
100,5,1,9,23,7,13,2,3,1797
82,3,1,10,24,3,14,1,4,1732
79,4,1,8,23,4,13,0,5,1614
125,5,0,6,24,4,12,4,5,1706
64,2,1,11,23,2,14,2,3,1767
131,2,1,10,24,1,8,1,3,1742
141,1,1,8,23,2,9,2,6,1734
72,2,1,0,24,5,12,0,2,1137
143,4,1,14,23,6,11,3,2,2150
94,6,1,9,24,6,4,3,11,1960
111,2,1,10,23,4,3,1,4,1667
64,3,1,10,24,6,5,2,5,1686
95,3,0,7,23,4,10,1,3,1473
113,3,0,8,24,4,9,1,5,1523
124,2,0,9,23,6,7,0,2,1503
101,2,1,11,23,7,9,1,2,1729
137,1,0,0,24,3,10,1,2,1121
106,6,0,6,24,7,10,1,4,1557
132,6,0,6,24,5,3,1,8,1637
115,5,1,9,23,7,8,3,5,1879
199,1,0,8,23,10,6,2,6,1713
69,4,0,4,23,7,6,1,6,1357
82,3,0,3,23,6,7,2,10,1369
121,2,0,9,24,6,6,0,3,1483
74,5,0,6,23,7,5,3,4,1529
95,5,0,5,23,6,9,0,7,1395
122,2,0,0,23,2,8,1,5,1125
147,1,1,16,24,5,5,2,3,2059
106,5,0,0,23,6,6,2,7,1310
136,6,0,7,23,7,2,4,4,1680
182,1,1,13,23,5,15,1,4,2045
104,2,1,14,24,6,10,1,3,1944
110,1,1,6,23,5,9,2,3,1493
138,6,1,7,24,6,12,3,4,1843
57,3,1,11,23,6,14,1,3,1749
65,2,0,6,23,3,2,2,2,1272
165,6,0,11,23,4,5,2,7,1935
110,2,0,8,24,4,7,2,7,1597
64,6,1,7,23,7,7,2,3,1660
199,6,0,7,23,4,5,3,7,1827
180,5,0,8,24,7,2,2,7,1799
151,5,1,5,24,7,8,0,5,1687
103,5,1,11,24,8,8,1,3,1834
63,3,0,6,24,6,12,0,3,1325
85,3,1,6,24,3,12,2,6,1613
154,6,0,5,24,8,3,0,5,1491
131,4,1,4,23,6,9,2,5,1577
116,2,0,8,24,6,8,0,1,1460
59,5,0,5,24,9,5,2,6,1412
98,2,0,1,23,4,5,1,6,1150
160,6,1,7,23,6,15,2,4,1873
114,1,1,8,24,4,7,2,2,1531
106,6,1,12,24,6,17,3,3,2018
76,3,1,10,23,2,7,3,4,1658
162,4,0,4,24,8,1,1,5,1478
182,1,0,5,24,0,12,0,4,1418
120,2,0,6,24,6,8,2,6,1489
132,3,0,3,24,3,7,1,7,1377
106,5,1,8,23,4,12,1,6,1755
169,1,1,12,24,6,6,0,0,1804
142,3,1,6,23,8,9,2,5,1718
64,2,1,8,23,6,13,1,1,1532
160,6,0,6,24,6,5,3,6,1774
150,2,1,10,24,5,8,0,5,1777
168,1,1,11,23,7,14,0,3,1862
125,1,1,11,24,7,10,1,7,1857
69,6,0,7,23,8,9,0,5,1552
180,1,0,6,23,7,3,0,4,1516
122,4,0,5,24,5,8,3,8,1574
171,5,1,11,24,8,15,4,4,2179
90,3,0,5,24,3,2,1,4,1353
179,6,0,8,23,6,5,2,8,1857
72,2,0,6,23,4,11,1,5,1301
72,2,0,2,23,7,9,2,4,1165
193,5,0,12,23,6,5,3,2,1979
58,1,0,4,24,6,7,0,3,1084
62,1,1,10,23,3,10,2,1,1597
100,2,1,11,23,6,4,1,6,1788
113,5,0,6,24,8,8,4,6,1670
101,2,1,10,23,1,6,2,0,1607
87,1,0,8,23,7,8,0,0,1300
149,6,1,9,24,6,6,3,5,1976
195,3,0,9,24,3,10,1,2,1744
100,1,1,11,24,3,10,1,2,1639
186,6,0,10,23,6,4,2,7,1988
190,3,0,5,23,4,4,1,3,1478
104,4,1,9,24,4,8,2,6,1764
158,5,0,4,24,6,7,2,4,1516
93,6,1,12,23,8,10,1,7,1984
159,4,0,4,24,8,8,3,2,1506
177,1,0,8,23,8,8,2,5,1654
154,5,0,5,23,11,10,3,8,1783
59,6,0,8,24,8,14,2,5,1701
149,1,1,10,23,4,10,0,2,1672
197,5,1,13,23,8,10,3,6,2293
158,5,1,7,24,4,12,1,5,1751
157,1,1,8,23,4,8,0,3,1576
189,1,1,13,23,5,6,1,8,2054
195,6,0,11,24,5,5,1,8,1972
143,5,0,7,23,8,7,2,6,1735
112,6,1,16,24,8,11,2,7,2260
133,5,0,8,24,6,14,2,2,1759
74,6,1,9,24,8,6,3,5,1863
61,1,0,3,23,4,8,2,2,1183
198,1,1,16,23,1,9,2,6,2222
74,2,0,7,23,7,11,3,2,1431
60,6,0,3,24,7,4,2,7,1377
113,2,1,7,24,6,13,0,2,1551
175,2,0,5,24,6,6,1,5,1496
99,4,1,11,23,2,13,2,4,1835
138,5,0,1,24,6,7,1,6,1336
148,3,1,8,23,4,13,1,5,1734
165,4,0,7,23,9,8,1,6,1704
145,5,1,10,24,6,7,3,8,1998
63,3,0,3,23,5,1,1,6,1139
50,2,0,6,23,4,12,1,6,1328
74,3,1,11,24,9,10,2,7,1854
121,1,1,9,24,3,14,1,3,1663
118,1,1,8,24,2,10,2,3,1625
182,6,1,13,24,5,13,2,4,2142
154,5,0,6,23,5,5,0,4,1556
196,4,0,7,24,6,8,2,1,1757
72,2,0,7,23,6,17,1,6,1572
58,5,0,1,24,5,5,3,5,1186
167,2,0,5,23,8,9,1,7,1560
143,1,1,9,23,5,10,1,4,1697
193,4,1,17,23,3,12,2,3,2322
82,4,1,5,23,2,11,0,2,1454
179,1,1,11,24,5,5,2,0,1795
63,3,1,6,23,4,12,2,2,1437
50,4,0,11,23,4,9,3,6,1749
139,3,0,7,23,4,12,0,6,1584
138,2,1,7,24,4,7,1,4,1594
193,4,1,6,23,6,11,1,5,1797
139,6,1,12,24,8,7,3,3,2130
63,1,0,5,24,4,11,1,1,1200
160,3,1,12,24,6,13,1,3,1971
192,6,1,8,23,5,10,4,7,2054
132,2,1,15,23,4,7,3,2,2036
121,2,0,6,24,5,8,3,5,1509
179,4,1,12,23,6,12,2,3,2059
76,4,0,6,23,8,11,1,7,1519
123,6,1,10,24,7,7,4,4,2005
148,5,1,14,23,2,7,3,4,2121
121,5,0,4,24,5,4,3,7,1580
72,4,0,8,23,9,7,1,5,1558
117,5,1,13,24,5,9,1,6,1994
191,1,1,14,24,4,13,0,5,2079
166,6,0,11,24,3,9,2,6,1992
155,1,0,4,23,2,10,1,6,1375
142,5,1,11,23,5,14,0,4,1955
114,4,0,7,24,10,3,3,5,1632
117,1,0,6,23,4,7,0,5,1359
177,2,1,12,24,5,11,1,7,1999
112,4,1,13,24,5,8,3,3,1911
162,6,1,8,24,4,10,5,5,2051
139,3,0,2,23,8,9,2,4,1357
130,3,1,9,24,2,9,1,5,1735
152,4,1,3,23,6,11,2,6,1627
165,5,0,6,23,2,6,2,7,1685
62,1,1,13,23,3,12,2,4,1758
173,1,0,2,23,0,10,0,3,1200
196,4,0,6,23,4,9,1,6,1689
137,2,1,6,23,7,15,1,9,1761
60,6,1,9,23,4,3,3,5,1751
64,5,0,6,23,5,6,3,4,1444
59,2,1,8,24,7,7,2,2,1543
90,4,0,3,24,10,12,4,8,1547
122,4,0,6,24,6,4,2,3,1520
101,2,1,13,24,4,15,3,3,1962
177,3,1,13,24,5,10,3,6,2138
77,4,0,3,23,5,5,1,3,1259
114,6,0,4,24,7,8,3,7,1609
66,5,1,7,23,12,16,4,5,1851
144,2,0,7,24,7,5,0,0,1417
187,3,0,3,24,7,8,2,7,1571
112,2,0,7,23,6,9,0,6,1475
87,3,1,7,24,6,7,2,3,1630
119,3,0,5,23,6,6,3,3,1455
153,6,0,4,23,10,6,2,5,1604
102,5,1,11,24,7,11,3,7,2009
168,4,0,5,23,6,3,0,6,1553
123,3,0,3,24,3,8,2,5,1350
103,4,1,7,23,6,7,2,7,1739
69,5,1,5,23,5,10,2,3,1504
128,4,1,12,23,6,7,1,3,1909
80,6,1,5,24,5,14,3,9,1798
184,6,1,11,24,7,11,3,5,2149
107,1,0,3,24,3,5,3,3,1276
154,6,0,11,24,4,13,5,5,2034
59,3,1,9,24,8,6,0,4,1553
59,5,0,2,23,4,7,1,5,1192
88,6,1,9,23,5,12,2,5,1826
86,2,0,2,23,6,7,1,5,1168
168,5,0,8,24,9,7,2,9,1891
116,3,0,6,23,5,5,2,4,1460
92,5,1,10,24,6,8,1,8,1839
101,6,1,6,23,4,13,2,6,1710
150,2,1,6,23,4,11,0,3,1536
105,1,0,0,24,1,8,1,1,986
125,3,1,5,24,5,12,1,3,1535
117,3,0,5,23,6,6,1,0,1340
186,5,0,12,23,7,5,3,7,2104
155,4,1,9,24,2,8,1,6,1819
174,4,0,5,24,7,8,2,5,1607
141,2,0,6,24,8,13,3,2,1566
72,1,0,2,23,4,8,2,4,1126
158,1,1,6,24,8,1,2,4,1658
110,5,1,7,24,6,11,4,5,1784
93,5,1,8,24,3,12,2,4,1709
65,4,0,10,23,6,10,2,5,1648
71,6,0,3,23,6,11,3,3,1363
106,1,1,10,23,7,19,0,5,1748
111,6,0,1,24,5,7,3,7,1414
156,1,1,12,23,5,11,2,7,2035
120,6,1,7,24,4,12,1,4,1706
139,6,1,6,24,6,9,2,5,1821
121,1,1,6,24,4,10,0,3,1408
119,2,0,3,23,4,5,2,2,1262
79,2,0,1,23,2,6,1,2,991
152,5,0,7,24,5,7,3,5,1737
200,6,1,8,24,7,12,3,3,2095
81,6,0,7,24,9,9,4,8,1756
135,6,1,8,24,5,7,2,5,1842
106,6,1,6,24,5,6,5,7,1834
158,6,1,8,23,12,9,0,7,1919
58,4,0,1,23,2,12,2,5,1248
80,3,1,9,23,4,12,2,6,1734
120,6,0,4,23,5,8,3,5,1550
186,4,0,10,23,3,10,1,9,1889
62,2,0,0,24,5,4,2,4,996
180,6,0,10,24,9,10,1,4,1964
84,2,0,3,24,7,6,1,1,1214
70,5,0,9,24,8,3,2,3,1637
113,3,0,6,23,8,7,2,11,1651
144,1,0,9,24,4,11,0,4,1555
83,3,1,8,24,6,11,2,3,1614
170,6,1,10,23,7,10,1,4,1992
64,6,0,1,23,10,5,1,7,1289
169,3,0,6,24,5,7,3,3,1611
145,3,0,3,24,8,14,3,5,1508
55,5,0,5,24,10,10,3,7,1526
158,2,0,7,23,6,8,0,4,1548
146,1,1,10,24,6,8,0,0,1662
81,3,0,8,23,3,1,1,7,1501
132,1,0,7,23,6,4,1,5,1517
167,3,0,4,24,7,6,3,9,1712
128,2,1,11,24,6,8,1,5,1813
127,1,1,12,24,6,6,0,2,1763
196,4,0,0,24,6,7,2,4,1357
156,2,1,7,24,4,6,1,4,1640
175,1,1,9,23,4,12,2,3,1805
64,3,1,6,24,5,13,2,3,1513
183,3,1,13,24,5,15,2,5,2165
122,2,1,7,24,4,7,1,3,1519
150,2,1,7,24,4,9,0,7,1604
147,3,1,11,23,7,7,1,2,1827
75,1,1,8,24,5,13,1,3,1530
141,4,0,9,24,4,5,2,3,1675
174,5,0,8,23,8,6,0,5,1704
122,2,1,20,24,3,10,2,6,2286
172,3,1,7,24,9,7,2,5,1811
102,1,0,0,23,2,11,2,7,1176
127,2,0,10,23,9,4,1,1,1595
141,1,1,19,23,5,11,1,0,2087
137,2,0,5,23,4,5,0,2,1280
62,3,1,7,24,4,9,1,2,1423
92,1,0,5,23,6,8,2,4,1356
125,3,1,7,24,5,8,2,6,1746
100,1,0,0,23,3,0,0,6,957
68,2,1,9,23,4,14,1,1,1559
198,5,0,7,23,6,2,3,4,1718
171,5,0,2,24,7,6,1,3,1464
73,4,1,7,23,8,11,2,3,1635
75,4,1,4,23,6,10,3,6,1503
169,6,0,7,24,8,8,1,2,1763
131,3,0,6,23,5,7,2,2,1464
149,1,1,10,24,3,11,1,3,1719
66,4,0,6,23,5,9,2,1,1401
117,2,0,9,24,0,12,1,6,1589
93,5,0,5,23,7,6,3,4,1518
110,1,0,7,24,4,11,0,7,1522
172,6,0,12,23,7,7,2,6,2109
142,5,1,13,24,5,12,0,5,2031
123,1,0,6,23,5,8,1,1,1343
116,4,0,6,24,9,5,3,3,1519
160,4,1,8,23,7,6,2,2,1721
51,3,1,6,24,4,12,2,5,1534
138,6,1,9,23,10,7,2,8,1989
75,1,1,7,23,9,8,0,5,1462
148,6,1,16,23,7,9,2,3,2269
76,2,0,6,24,5,11,0,4,1315
138,6,0,7,24,9,12,2,6,1803
195,4,0,10,24,7,3,0,4,1783
50,3,1,9,24,5,2,2,0,1452
152,4,1,9,24,5,10,3,0,1807
180,5,1,11,23,6,8,3,4,2102
90,4,0,6,24,9,12,1,3,1466
100,1,0,9,24,4,10,1,6,1532
64,3,0,0,23,5,5,0,6,1070
57,1,0,2,23,6,3,0,4,1009
87,2,0,5,24,8,9,1,3,1362
163,2,0,9,24,3,6,2,7,1762
132,4,1,12,24,4,8,2,9,2052
105,3,0,5,24,6,8,0,6,1365
152,6,0,9,23,7,4,3,5,1866
187,3,0,5,24,7,8,3,4,1720
151,3,0,12,24,3,9,2,10,1945
127,3,0,3,23,5,3,3,5,1416
132,4,1,4,24,6,12,1,8,1662
79,1,0,6,24,3,7,0,3,1213
54,4,0,0,24,7,1,0,3,917
168,6,1,9,24,9,11,3,4,2039
80,1,1,8,23,3,8,1,0,1391
72,6,0,6,24,9,6,2,5,1455
97,5,0,8,24,6,9,2,9,1704
158,5,0,2,24,5,6,1,6,1422
89,1,0,1,23,4,12,1,3,1145
55,4,0,14,24,8,0,2,3,1717
87,6,1,8,24,6,11,2,7,1810
149,6,1,5,24,6,8,3,7,1825
76,2,0,1,24,7,5,1,5,1060
118,6,0,4,23,9,4,3,5,1551
106,4,1,9,24,5,12,2,4,1778
66,2,1,12,23,9,7,0,4,1664
120,4,0,10,23,8,12,3,2,1778
96,3,0,2,24,9,10,1,7,1284
128,6,0,4,24,11,5,4,4,1635
159,3,0,7,23,4,6,2,9,1690
62,5,0,2,23,5,10,5,6,1418
188,5,0,10,23,3,8,1,6,1870
173,1,1,18,23,7,14,1,1,2209
158,6,1,10,23,4,10,2,6,2014
139,2,1,11,24,6,13,1,6,1914
135,3,1,8,24,3,13,1,5,1709
141,4,0,7,24,6,10,2,5,1685
73,6,1,5,24,7,10,3,5,1598
122,1,1,7,24,8,12,2,4,1670
53,4,0,0,24,7,6,3,4,1184
162,3,1,13,23,11,8,0,5,2037
95,6,0,9,23,7,8,4,9,1838
67,3,0,7,24,6,10,1,7,1476
92,6,1,9,23,5,11,3,6,1883
142,6,1,9,23,6,6,2,4,1822
152,3,1,10,24,3,10,3,4,1918
173,3,0,3,23,5,8,3,5,1551
59,4,1,11,24,4,15,3,6,1916
122,1,0,9,24,4,10,3,6,1640
80,3,1,5,24,3,14,1,2,1440
109,5,0,2,24,5,1,4,8,1489
180,1,1,7,23,5,16,1,5,1735
167,5,1,10,24,3,12,1,8,2026
63,4,0,4,23,10,4,0,2,1197
192,3,1,11,24,8,7,1,11,2130
51,1,1,4,24,9,9,0,2,1207
73,3,0,2,24,4,5,1,3,1120
113,6,1,7,23,6,11,2,5,1805
149,3,1,12,23,10,8,2,6,2059
163,1,0,3,24,8,8,0,4,1328
73,3,1,9,23,5,10,0,4,1603
140,3,0,4,23,3,11,2,8,1533
75,2,1,8,23,9,10,2,6,1651
114,2,1,12,24,4,6,1,3,1721
169,1,0,3,24,6,4,0,1,1197
53,1,1,0,24,6,12,2,6,1183
50,6,0,0,24,6,12,4,4,1322
99,6,0,6,24,4,9,3,7,1593
159,3,1,7,24,8,17,3,0,1762
188,5,0,5,23,4,2,3,5,1699
123,1,1,11,24,1,11,1,7,1798
111,3,0,8,23,6,3,1,5,1506
130,5,1,13,24,4,12,3,9,2180
105,2,1,11,23,6,14,1,3,1774
160,6,0,3,24,10,3,3,7,1615
70,1,1,13,24,7,14,0,3,1770
190,3,1,8,23,9,16,1,5,1918
58,2,1,6,24,7,8,2,2,1449
188,4,0,7,24,5,13,2,5,1753
119,2,1,10,24,2,8,0,3,1661
178,3,1,15,24,3,11,3,4,2204
167,6,0,4,23,8,15,4,5,1816
105,5,1,10,24,8,9,2,5,1920
80,4,0,3,23,5,7,1,7,1332
86,4,0,10,24,6,7,1,5,1646
140,6,1,11,24,8,9,2,6,2042
163,4,0,10,24,5,13,2,6,1871
177,1,1,7,24,8,11,0,4,1659
171,3,1,9,24,6,16,3,4,1989
118,4,1,10,23,7,14,2,3,1870
85,2,0,9,23,5,4,2,0,1477
81,5,0,8,23,7,10,3,9,1754
113,3,1,14,23,2,10,3,4,1999
97,6,1,13,24,7,11,3,4,2077
130,2,0,8,23,3,13,1,2,1535
198,1,1,11,23,10,9,1,5,1980
109,4,0,2,23,6,7,3,9,1407
190,2,0,0,23,5,12,2,6,1373
50,3,1,8,23,6,10,0,3,1493
114,2,1,12,24,6,11,3,7,1970
82,1,1,0,23,5,10,3,7,1277
87,5,0,1,23,8,7,2,2,1241
74,4,0,1,24,7,6,2,8,1284
108,3,0,5,24,6,4,3,3,1429
150,4,0,6,24,9,6,1,6,1587
176,4,1,14,24,3,12,2,9,2220
90,6,0,1,24,6,5,3,4,1339
106,4,1,10,24,5,10,0,7,1812
97,2,0,1,23,5,11,0,6,1126
121,2,0,8,23,4,8,3,5,1608
105,5,1,8,23,5,17,3,3,1867
114,1,0,2,23,7,9,1,4,1193
61,3,1,6,24,4,5,3,3,1566
118,2,0,2,24,6,5,3,5,1328
183,4,1,11,24,5,3,1,8,2010
138,1,0,8,23,5,7,0,6,1555
74,3,0,8,23,8,12,1,7,1569
50,3,1,6,23,0,11,2,1,1414
180,3,1,15,24,4,8,1,2,2109
98,3,1,9,24,4,15,4,2,1811
196,5,0,11,23,6,5,0,5,1903
109,3,0,5,24,7,10,0,6,1480
51,1,0,3,24,8,5,0,3,1097
122,2,0,7,23,7,9,1,3,1477
194,1,0,8,24,4,6,3,0,1616
159,4,0,5,23,5,4,2,7,1612
110,6,1,13,23,10,6,3,7,2153
66,5,0,1,24,4,9,3,6,1286
98,5,0,7,23,7,10,2,4,1598
125,4,1,11,24,8,12,2,6,1979
197,1,1,14,23,4,11,0,2,2012
180,1,1,14,24,5,6,1,3,1994
92,4,1,8,24,3,11,3,7,1739
106,6,1,9,24,8,11,2,4,1851
99,3,0,5,23,6,14,1,5,1478
86,3,0,10,24,7,6,1,7,1643
95,2,1,11,24,4,9,1,8,1799
64,1,1,11,23,2,11,1,1,1618
129,1,0,5,23,7,7,0,4,1353
188,4,1,7,24,8,10,3,4,1905
197,4,0,4,24,7,4,2,8,1601
73,3,0,7,23,6,9,2,2,1454
174,1,1,8,24,0,10,2,5,1705
167,1,0,16,24,7,4,0,0,1890
129,5,0,4,23,7,6,2,7,1482
143,2,0,7,23,8,4,0,6,1488
114,2,0,6,24,3,7,1,3,1383
137,3,1,10,24,7,15,1,0,1839
137,6,1,6,24,8,8,4,8,1844
194,1,1,12,24,0,10,2,0,1893
175,5,1,11,24,6,11,1,2,1991
138,1,1,9,23,4,15,0,4,1728
110,4,0,11,24,4,7,4,7,1899
64,3,0,0,24,6,4,2,5,1069
143,6,0,1,24,7,15,1,2,1356
100,2,0,7,23,4,11,0,0,1316
76,1,1,8,24,3,3,0,3,1337
123,6,1,7,23,4,11,2,9,1819
110,3,0,6,23,6,11,2,7,1626
80,2,1,11,24,6,11,3,4,1888
61,1,0,0,23,4,9,0,3,898
95,5,0,7,23,6,7,2,2,1522
81,3,1,10,23,7,9,2,4,1793
110,1,1,9,23,5,7,2,2,1611
95,2,1,10,24,7,9,2,6,1853
134,2,0,6,23,5,0,0,4,1396
129,5,1,11,23,8,16,2,4,2030
184,3,0,4,23,7,8,2,4,1559
53,3,1,11,24,7,7,2,4,1769
101,6,0,8,24,6,8,2,7,1719
161,1,1,13,24,6,14,1,7,2000
85,6,0,0,24,7,10,4,4,1332
103,2,0,8,24,5,4,1,0,1437
168,2,1,9,23,4,9,1,2,1732
176,5,0,8,23,7,10,2,5,1847
66,5,1,2,23,3,8,2,5,1345
124,3,1,7,24,6,12,0,2,1623
154,6,1,13,23,8,9,2,11,2284
199,2,0,9,23,7,7,2,6,1864
166,1,1,7,24,5,14,2,2,1695
92,4,0,7,24,9,6,2,5,1596
161,1,1,8,23,4,5,1,5,1651
164,5,1,9,23,5,17,0,7,1965
76,1,0,1,24,8,7,2,4,1151
86,2,0,6,24,4,9,0,2,1326
95,6,1,12,23,3,17,1,7,2002
162,3,0,9,23,9,9,2,6,1817
84,6,1,6,24,10,10,3,6,1720
181,4,0,6,24,6,8,3,4,1739
129,3,0,1,23,5,13,2,5,1286
129,4,1,14,23,5,13,3,5,2071
170,4,0,6,23,10,6,2,0,1596
196,2,1,13,23,8,13,0,2,2011
171,2,1,11,23,4,9,2,3,1934
130,5,0,4,23,7,8,3,4,1571
199,5,1,9,24,10,13,1,3,1942
168,4,0,8,23,10,5,2,2,1746
107,6,0,10,24,8,6,1,6,1745
112,5,1,8,23,8,9,3,7,1888
149,2,0,10,24,5,4,0,2,1641
115,5,1,12,23,6,11,4,7,2113
194,4,1,10,24,7,10,3,4,2077
134,3,0,9,24,9,8,2,7,1783
186,6,0,10,23,6,9,2,7,1986
193,6,1,4,23,8,9,3,5,1829
172,1,1,13,24,5,13,2,8,2080
51,5,1,12,24,4,11,2,5,1847
155,6,0,3,23,7,3,1,6,1524
157,2,0,2,23,5,9,2,6,1407
121,3,1,10,24,5,9,1,3,1768
175,2,0,11,24,8,0,0,1,1720
106,5,1,6,23,6,16,2,6,1786
130,4,0,1,23,4,2,1,6,1242
190,1,1,9,24,6,8,1,2,1726
68,1,1,7,23,5,10,1,4,1447
56,3,1,3,24,6,11,1,6,1306
186,6,1,9,24,9,11,3,4,2072
103,6,1,10,24,7,9,3,8,2047
153,6,1,16,24,7,6,1,4,2185
135,1,0,7,23,3,9,1,5,1505
131,4,1,12,23,8,7,2,8,2025
110,6,1,6,24,10,12,2,7,1801
136,2,1,9,24,10,12,2,3,1844
